Status,Lifeexpectancy,AdultMortality,infantdeaths,Alcohol,percentageexpenditure,Measles,BMI,under-fivedeaths,Polio,Totalexpenditure,Diphtheria,HIV/AIDS,GDP,Population,thinness1-19years,thinness5-9years,Incomecompositionofresources,Schooling
Developing,61.7,215.0,8,0.01,11.14504291,322,26.8,12,63.0,3.79,64.0,1.2,146.83851,356288.0,8.9,8.7,0.476,7.1
Developing,75.4,82.0,0,1.78,6.491488598,20,19.5,0,98.0,6.64,98.0,0.1,52.862285,349.0,14.3,14.4,0.632,11.9
Developed,78.0,179.0,4,9.78,180.1095132,10,51.9,5,99.0,4.36,99.0,0.1,1839.72945,2213197.0,3.8,4.2,0.708,11.7
Developed,73.0,176.0,0,15.14,1807.071336,0,6.9,0,93.0,6.67,93.0,0.1,14341.836,2987773.0,2.7,2.7,0.83,16.5
Developed,78.1,92.0,0,11.28,7627.412444,2,55.0,0,93.0,9.77,93.0,0.1,48799.8237,5419432.0,1.2,1.0,0.897,16.6
Developing,76.1,91.0,1,5.79,348.0559517,0,53.5,1,98.0,5.79,98.0,0.1,4114.136545,2927519.0,1.5,1.6,0.721,12.2
Developing,52.8,4.0,58,5.03,73.03276195,605,23.3,93,79.0,4.75,8.0,7.4,952.1872484,1742795.0,6.9,7.0,0.456,8.3
Developing,75.6,127.0,37,5.36,159.8772264,0,58.7,43,96.0,6.6,96.0,0.1,9689.52887,11366189.0,1.7,1.6,0.735,12.3
Developing,73.6,99.0,19,0.55,19.15853732,668,55.5,22,99.0,6.15,99.0,0.1,294.746728,33333789.0,6.3,6.2,0.623,11.6
Developed,81.7,57.0,0,7.4,10947.02327,30,58.1,0,98.0,11.8,98.0,0.1,57134.777,9519374.0,1.4,1.3,0.903,15.8
Developing,64.1,216.0,17,2.03,51.50447119,188,14.3,21,8.0,4.48,8.0,1.1,539.8791529,13474489.0,11.4,11.6,0.483,10.1
Developing,73.9,99.0,332,2.92,171.6596026,124219,24.1,392,87.0,4.66,87.0,0.1,1753.4178,13372.0,5.0,4.4,0.634,10.6
Developing,78.9,99.0,1,4.22,1859.095621,0,53.4,1,89.0,9.1,9.0,0.1,6911.136136,442958.0,1.9,1.8,0.74,12.9
Developing,67.4,232.0,1,0.17,27.48907048,6,19.5,1,93.0,6.3,93.0,0.4,177.234497,714458.0,16.8,17.5,0.0,10.9
Developing,66.7,189.0,177,0.05,43.17867291,14492,16.7,222,8.0,2.27,7.0,0.1,899.5556857,2175859.0,11.0,11.1,0.608,10.6
Developed,81.1,57.0,0,8.58,374.2947283,0,68.8,0,99.0,9.89,99.0,0.1,2393.1888,423374.0,0.8,0.7,0.828,14.2
Developing,68.5,183.0,19,2.83,140.6905284,476,41.4,22,99.0,5.65,99.0,0.1,1564.966945,293394.0,3.0,3.1,0.664,12.0
Developing,72.5,125.0,4,0.54,32.52523612,21,57.0,4,95.0,9.5,95.0,0.1,261.456882,5535595.0,3.9,3.8,0.723,13.5
Developed,82.3,58.0,2,7.35,483.1916844,0,62.6,2,96.0,9.22,96.0,0.1,3537.27441,6233948.0,0.5,0.6,0.876,16.5
Developed,82.5,61.0,1,9.87,11734.85381,158,65.5,1,91.0,9.36,91.0,0.1,67792.3386,23117353.0,0.6,0.6,0.933,20.3
Developing,73.0,12.0,4,0.6,373.2628643,41,59.3,4,98.0,8.35,98.0,0.1,2762.86354,6193191.0,3.8,3.8,0.736,13.6
Developed,76.0,216.0,0,9.92,86.9255399,2,57.0,0,99.0,6.37,99.0,0.1,7558.7426,2238799.0,2.5,2.5,0.791,15.9
Developing,52.1,518.0,4,0.01,153.3443147,516,31.4,6,9.0,11.7,93.0,9.6,1196.1335,2117361.0,6.1,5.9,0.484,11.1
Developing,65.4,228.0,7,2.93,63.7481117,0,46.7,8,98.0,2.12,98.0,0.1,734.42525,5366277.0,3.2,3.3,0.678,10.7
Developing,74.2,125.0,0,4.98,678.5188944,0,57.2,0,92.0,6.74,92.0,0.1,5957.145693,615875.0,2.1,2.2,0.762,13.6
Developing,61.6,291.0,2,9.02,545.4389573,0,31.9,3,78.0,2.86,81.0,10.0,8352.81711,1489193.0,6.9,6.8,0.645,12.4
Developing,71.0,183.0,0,6.37,128.0896289,0,41.1,0,9.0,6.47,9.0,0.2,1458.8796,1321618.0,6.0,6.4,0.773,12.5
Developed,82.1,68.0,3,7.7,6746.281299,8752,23.8,4,97.0,8.3,99.0,0.1,37688.72234,127761.0,1.7,1.4,0.866,14.8
Developed,78.8,82.0,0,5.49,6356.827282,4,54.0,0,91.0,8.65,91.0,0.1,38549.58934,4513751.0,0.8,0.7,0.917,17.5
Developing,71.7,23.0,0,14.66,1109.854619,16,61.1,1,98.0,6.7,98.0,0.1,7978.825443,9465997.0,2.0,2.0,0.796,15.7
Developing,45.3,654.0,5,2.61,71.15577609,1,27.9,6,88.0,7.12,89.0,34.1,915.775754,1965662.0,8.8,8.7,0.437,10.7
Developing,73.2,131.0,9,0.93,10.21129783,189,46.8,10,84.0,4.48,81.0,0.1,148.852738,1786638.0,6.5,6.3,0.61,10.6
Developing,46.0,665.0,24,1.68,0.0,1483,25.5,39,78.0,7.1,78.0,43.5,547.3588785,12222251.0,11.0,11.2,0.434,9.8
Developing,54.0,334.0,33,0.34,18.93011259,10,18.1,53,65.0,3.14,6.0,2.8,386.3288283,949229.0,9.5,9.5,0.325,5.1
Developing,75.0,211.0,3,2.77,57.74562629,0,5.1,3,96.0,6.68,96.0,0.2,362.951768,656478.0,1.8,1.7,0.651,12.9
Developing,63.7,183.0,364,0.01,28.98323119,4248,18.4,461,65.0,2.56,65.0,0.1,649.848233,15783.0,21.4,21.8,0.474,5.6
Developing,61.0,296.0,2,8.87,218.1727473,15,28.1,3,44.0,2.89,45.0,9.5,4116.46693,1231122.0,8.0,7.8,0.637,12.2
Developing,57.3,275.0,53,0.01,36.86104319,221,22.5,86,7.0,6.58,69.0,1.6,777.659139,16477818.0,8.1,7.9,0.421,8.0
Developing,64.5,274.0,2,2.75,98.68367951,0,42.1,2,99.0,5.9,99.0,0.1,998.8226671,2526446.0,2.3,2.4,0.637,11.8
Developing,67.7,219.0,0,4.23,191.2135044,0,48.3,0,65.0,8.38,68.0,1.8,1598.77512,47774.0,3.6,3.5,0.0,11.0
Developing,73.3,163.0,0,2.95,0.108055973,12,3.7,0,99.0,5.29,99.0,0.2,8.376432,1254.0,7.2,7.2,0.74,14.0
Developed,76.3,19.0,0,12.21,2160.380199,2,6.0,0,96.0,8.18,96.0,0.1,14157.14416,442978.0,1.7,1.6,0.803,14.2
Developing,75.5,127.0,7,3.92,41.88087712,72,52.1,8,85.0,6.48,87.0,0.1,572.14313,15419666.0,1.3,1.2,0.717,13.3
Developed,83.0,76.0,0,11.42,2052.393076,0,58.8,0,96.0,8.11,99.0,0.1,13198.6693,497783.0,0.9,0.9,0.888,13.5
Developing,51.5,333.0,14,4.4,16.72142854,1379,2.4,20,54.0,6.41,42.0,3.1,174.1815473,2991132.0,9.0,9.0,0.386,10.5
Developing,55.0,32.0,5,2.98,31.06932595,1,21.3,7,76.0,6.1,74.0,5.7,481.694976,1445958.0,8.7,8.6,0.394,8.8
Developed,84.0,73.0,0,9.64,10468.76292,27,58.4,0,94.0,1.8,94.0,0.1,62425.5392,5643475.0,1.1,0.9,0.926,19.2
Developing,61.8,261.0,162,1.34,67.73374413,4235,15.6,243,69.0,6.86,61.0,1.7,341.39992,877267.0,11.0,1.7,0.401,8.1
Developing,64.9,321.0,19,11.5,46.51559476,2444,55.0,21,98.0,5.19,97.0,0.3,412.372294,1446754.0,2.5,2.8,0.741,13.6
Developing,71.6,158.0,0,1.24,40.49128897,0,65.5,0,91.0,4.75,91.0,0.1,263.27236,9882.0,0.1,0.1,0.676,13.7
Developing,74.6,127.0,1,9.56,915.3190791,370,57.7,1,94.0,9.72,94.0,0.1,6423.291783,723499.0,2.2,2.2,0.757,13.5
Developed,77.8,98.0,0,13.14,8246.130437,0,54.0,0,99.0,7.48,99.0,0.1,48735.99549,4363.0,1.0,1.0,0.848,13.5
Developing,53.3,338.0,34,0.18,2.39524067,2497,17.7,55,61.0,3.45,57.0,2.9,37.1931781,939848.0,9.7,9.7,0.338,5.9
Developed,79.4,85.0,0,12.4,5992.588029,9,52.7,0,86.0,1.53,86.0,0.1,38242.4252,8227829.0,1.7,1.9,0.848,14.9
Developing,61.1,295.0,11,0.71,85.7175381,0,42.7,14,72.0,4.4,71.0,1.4,956.668952,6627922.0,1.4,1.3,0.461,8.6
Developing,63.0,275.0,41,1.78,161.0106435,82,24.2,61,92.0,4.85,93.0,2.2,1224.41554,2329864.0,7.5,7.4,0.53,9.8
Developed,82.0,69.0,0,6.9,5067.411418,3,54.4,0,99.0,9.31,99.0,0.1,36961.42537,8958229.0,1.3,1.3,0.882,15.9
Developing,74.7,95.0,1,1.62,8.140373615,22,63.0,1,75.0,7.42,81.0,0.1,84.268878,4183156.0,4.7,4.7,0.746,13.2
Developing,62.1,259.0,16,5.95,63.83195683,0,41.8,22,64.0,5.92,63.0,2.4,674.7564147,97529.0,4.2,4.2,0.462,8.4
Developed,78.7,9.0,0,12.5,3979.057728,0,51.2,0,82.0,1.27,83.0,0.1,26351.37568,881957.0,1.7,1.9,0.847,16.1
Developing,67.9,22.0,0,1.85,206.071686,304,52.2,0,94.0,3.48,93.0,0.1,2259.55796,815691.0,4.2,3.9,0.687,13.3
Developing,71.7,134.0,0,0.01,564.8167043,10,52.5,0,65.0,5.2,64.0,0.1,3148.36513,25885.0,1.5,1.4,0.596,10.8
Developing,59.8,289.0,177,1.13,38.55783268,3511,14.9,270,63.0,4.28,54.0,2.4,325.3825543,83184892.0,11.2,1.9,0.378,7.6
Developing,85.0,74.0,2,8.3,7946.743581,101,62.5,2,9.0,9.83,94.0,0.1,44544.5268,32887928.0,0.5,0.4,0.894,15.8
Developing,71.8,172.0,88,6.95,15.85781237,2,46.1,100,99.0,6.94,99.0,0.1,359.587582,182482149.0,3.3,3.3,0.699,14.8
Developing,68.0,22.0,0,1.76,253.8196705,305,53.2,0,95.0,3.35,94.0,0.1,2835.973972,816628.0,4.2,3.9,0.689,13.3
Developed,78.7,78.0,0,13.31,973.681333,95,55.1,0,9.0,7.27,9.0,0.1,5886.82789,4159914.0,0.3,0.2,0.889,17.5
Developing,65.4,247.0,1,6.71,15.54978677,0,36.4,1,9.0,5.82,85.0,1.7,925.582546,752263.0,5.9,5.7,0.606,10.9
Developed,72.5,184.0,1,13.29,8.98619805,0,57.1,1,98.0,7.47,99.0,0.1,665.6443,115868.0,2.2,2.2,0.775,14.6
Developing,71.3,145.0,21,0.25,154.4559436,0,44.4,25,86.0,3.49,86.0,0.1,1757.17797,3118366.0,6.5,6.4,0.636,10.7
Developing,68.4,172.0,22,0.27,112.1229028,2359,16.9,27,92.0,6.73,92.0,0.2,692.1166842,27327147.0,16.5,16.9,0.529,12.0
Developing,66.2,168.0,2,0.06,36.69198927,0,14.7,3,79.0,0.74,79.0,0.1,643.71911,17811.0,11.7,11.7,0.566,11.7
Developed,83.0,64.0,3,7.09,899.1785285,741,26.4,4,99.0,9.51,97.0,0.1,4855.17564,12847.0,1.8,1.6,0.881,15.0
Developed,81.3,59.0,0,7.53,12042.97366,0,57.8,0,97.0,8.75,97.0,0.1,68348.31817,311566.0,0.9,0.9,0.887,18.2
Developing,69.2,28.0,14,2.35,41.50845637,0,43.8,18,87.0,6.79,87.0,0.4,277.83438,139628.0,1.4,1.4,0.567,9.6
Developing,54.3,288.0,57,0.53,67.70920683,128,18.5,98,79.0,6.56,78.0,1.8,521.6425796,1322764.0,9.7,9.5,0.35,6.1
Developed,72.2,192.0,0,12.4,1446.529217,0,59.7,0,98.0,7.53,98.0,0.1,11837.3913,3162916.0,2.8,2.9,0.825,16.6
Developing,59.2,275.0,71,0.01,7.097108703,3013,17.2,97,68.0,7.87,68.0,0.1,63.537231,2978599.0,18.2,18.2,0.454,9.5
Developing,73.7,115.0,4,0.41,67.70171064,3,63.2,4,98.0,8.0,98.0,0.1,387.753211,7992573.0,3.9,3.9,0.735,12.9
Developing,55.7,45.0,31,2.12,153.6783754,140,19.7,49,9.0,4.87,87.0,11.9,1369.68249,1382517.0,6.8,6.7,0.504,11.4
Developing,69.3,163.0,10,0.01,1.0419164,1,39.0,11,97.0,6.75,96.0,0.2,14.214412,817789.0,3.6,3.7,0.617,11.2
Developing,73.4,158.0,61,7.21,526.3780636,0,5.3,68,99.0,8.24,99.0,0.1,8787.61375,19297929.0,3.0,3.0,0.704,13.3
Developing,71.0,198.0,4,8.44,52.42529588,0,6.1,5,72.0,7.67,76.0,0.2,429.71554,454896.0,2.3,2.4,0.744,15.2
Developing,65.6,22.0,7,2.75,579.4128244,0,45.9,8,98.0,1.96,97.0,0.1,6675.262954,5267839.0,3.2,3.3,0.672,10.7
Developing,73.5,146.0,14,4.45,978.07041,0,52.8,16,92.0,6.62,92.0,0.1,5433.7245,4491544.0,2.3,2.0,0.683,12.2
Developing,73.9,114.0,4,0.4,546.6235156,120,64.0,4,98.0,7.23,98.0,0.1,3992.86717,8413464.0,3.9,3.9,0.737,13.1
Developing,74.9,97.0,1,1.29,14.55610463,1761,64.9,1,75.0,6.63,81.0,0.1,846.285153,527612.0,4.8,4.8,0.766,13.3
Developing,58.9,35.0,19,6.22,60.77815868,159,34.8,27,52.0,5.63,45.0,5.0,413.7383164,8692567.0,4.7,4.7,0.443,7.9
Developing,78.0,174.0,0,6.7,1486.236406,0,44.0,0,91.0,5.78,92.0,0.4,19152.531,1341588.0,5.9,6.1,0.772,12.6
Developing,58.0,312.0,22,0.01,38.73170505,49,17.1,33,96.0,8.21,96.0,1.2,265.285651,931971.0,7.5,7.5,0.393,10.3
Developing,54.7,483.0,3,4.8,368.2848258,4,27.2,4,81.0,6.47,81.0,24.0,3288.257373,29228.0,13.7,13.7,0.559,11.7
Developing,72.9,172.0,0,0.01,1521.672751,0,35.5,0,98.0,3.58,98.0,0.1,15687.34795,89949.0,5.7,6.1,0.762,13.5
Developing,51.9,387.0,24,5.84,6.545263634,224,13.5,38,75.0,5.25,82.0,5.1,112.849373,6953113.0,8.5,8.5,0.276,4.7
Developing,66.3,164.0,207,0.01,0.397228764,3484,11.2,280,83.0,2.59,83.0,0.1,4.6135745,1366667.0,2.5,21.1,0.476,7.7
Developed,78.3,95.0,0,12.91,910.5062778,0,55.2,0,99.0,8.27,99.0,0.1,5293.64115,446175.0,1.0,0.9,0.86,13.5
Developing,57.2,27.0,53,0.01,96.5465827,341,21.9,88,72.0,6.47,66.0,1.5,777.3476868,16667.0,8.3,8.1,0.411,7.7
Developing,73.0,181.0,2,2.48,591.7757569,0,54.1,2,93.0,6.7,92.0,0.3,3827.786267,6221246.0,1.6,1.6,0.67,13.2
Developing,51.0,361.0,75,8.06,239.8913921,1449,21.0,115,73.0,3.38,71.0,2.5,4299.12889,24218565.0,8.9,8.8,0.495,9.4
Developing,73.0,134.0,1,7.25,389.7515212,15,52.8,1,89.0,8.13,89.0,0.1,2832.49652,748591.0,2.7,2.7,0.715,13.0
Developed,79.8,82.0,3,11.5,7777.556353,567,58.5,3,95.0,1.18,96.0,0.1,41814.8191,82266372.0,1.1,1.1,0.898,16.6
Developing,65.0,29.0,17,5.57,38.10904264,0,38.5,24,6.0,4.41,6.0,3.9,465.311876,926344.0,4.4,4.4,0.452,8.2
Developing,66.6,194.0,29,0.2,52.22906505,1415,14.9,38,82.0,5.84,82.0,0.2,393.8843518,26214847.0,17.2,17.8,0.486,10.0
Developing,55.3,316.0,12,4.19,22.39648813,8,22.0,16,66.0,8.4,6.0,3.1,168.648254,326123.0,8.3,8.3,0.372,10.1
Developing,57.6,377.0,27,0.01,59.48744893,3,19.2,40,87.0,11.38,91.0,5.1,354.7253961,1768838.0,6.5,6.3,0.466,10.7
Developing,79.0,98.0,1,3.41,2429.854745,0,56.5,1,82.0,9.73,85.0,0.1,9186.59639,46474.0,1.8,1.7,0.752,13.4
Developing,75.8,133.0,1,3.83,427.3054534,0,53.5,1,93.0,5.36,92.0,0.5,4855.743789,286287.0,1.8,1.7,0.727,12.8
Developing,68.3,214.0,0,2.02,64.39203443,0,55.1,0,97.0,3.61,96.0,0.1,3658.63832,821817.0,4.1,3.8,0.699,13.9
Developing,49.4,394.0,46,0.42,5.962923532,441,16.1,80,38.0,3.35,28.0,4.9,81.683884,177578.0,1.0,1.0,0.306,5.7
Developed,78.1,7.0,0,9.56,950.8027925,0,52.8,0,97.0,5.77,97.0,0.1,14672.8826,943286.0,0.9,1.0,0.798,12.5
Developing,72.6,122.0,0,5.07,4.409153436,0,28.2,0,9.0,4.6,9.0,0.3,367.429453,5867.0,7.3,7.2,0.632,13.1
Developing,76.9,86.0,0,5.14,412.4433563,9,55.8,1,99.0,5.59,99.0,0.1,4247.61438,2941.0,1.3,1.4,0.752,14.2
Developing,82.0,94.0,3,13.18,5291.234786,4448,57.0,4,99.0,1.53,98.0,0.1,33874.74255,6274897.0,0.6,0.6,0.857,15.5
Developing,74.9,116.0,21,0.56,509.0020405,112,55.0,24,95.0,5.29,95.0,0.1,5432.2523,36819558.0,5.9,5.8,0.724,14.0
Developing,68.3,185.0,134,0.08,211.8783404,21893,23.8,161,81.0,2.71,81.0,0.3,3634.27685,24577511.0,1.6,1.5,0.662,12.3
Developing,72.8,142.0,0,1.24,471.8307668,0,72.7,0,84.0,4.59,82.0,0.1,3547.59975,14137.0,0.1,0.1,0.707,14.4
Developing,62.3,259.0,15,5.68,4.106484317,0,45.3,20,67.0,1.41,68.0,1.5,74.9358452,114554.0,4.0,4.0,0.47,8.7
Developing,69.4,19.0,0,5.82,11.85100131,0,36.8,0,94.0,5.22,94.0,1.0,129.51914,129535.0,6.3,6.8,0.736,12.2
Developing,83.0,83.0,2,7.16,2352.999591,0,63.1,2,95.0,7.79,95.0,0.1,14817.37778,17613798.0,0.8,0.8,0.841,16.2
Developing,69.3,167.0,32,0.17,192.1562998,5494,54.5,38,71.0,3.93,69.0,0.1,4521.3247,29111417.0,5.4,5.1,0.638,10.3
Developing,58.1,326.0,2,1.18,106.0354659,71,29.8,2,64.0,6.76,64.0,4.0,864.184726,77752.0,6.0,5.9,0.388,3.7
Developing,79.3,81.0,0,9.95,2785.139364,122,6.5,1,96.0,9.36,96.0,0.1,22551.73574,1987314.0,0.8,0.7,0.839,15.6
Developing,67.1,189.0,30,1.6,48.50941741,80,34.8,36,99.0,5.29,99.0,0.1,558.221144,24654.0,3.4,3.4,0.0,10.6
Developed,74.1,161.0,0,10.37,150.3116884,0,6.2,0,94.0,5.67,94.0,0.1,1532.22924,212647.0,2.2,2.2,0.814,15.4
Developing,77.3,67.0,0,1.92,1079.893546,0,23.1,0,96.0,8.11,96.0,0.1,6497.55443,377.0,13.9,14.0,0.663,11.8
Developing,62.2,325.0,2,5.76,668.9562854,8,35.7,3,96.0,5.25,95.0,5.5,7645.21469,251339.0,7.7,7.4,0.678,12.4
Developing,69.0,227.0,49,0.01,31.50243237,1224,18.5,89,56.0,5.9,67.0,0.6,416.14838,18426372.0,1.0,9.9,0.341,5.3
Developed,71.1,224.0,0,13.3,1888.149904,1,59.3,0,96.0,6.61,96.0,0.1,14961.56818,3198231.0,2.9,2.9,0.82,16.5
Developing,57.3,297.0,29,0.18,24.84763562,264,2.3,46,6.0,3.85,57.0,2.3,436.6895539,1556524.0,8.4,8.4,0.376,8.1
Developing,73.5,162.0,11,5.92,609.9511632,7790,25.7,13,99.0,3.92,99.0,0.3,4378.68746,6654576.0,8.5,8.6,0.7,12.9
Developed,75.8,114.0,0,12.56,2019.812779,0,58.7,0,96.0,7.44,96.0,0.1,13546.69872,4436.0,1.8,1.7,0.793,14.3
Developing,71.9,194.0,0,16.35,91.70962117,10,6.5,1,98.0,5.1,98.0,0.1,694.243915,9464495.0,2.0,2.1,0.793,15.6
Developing,62.1,23.0,22,0.32,8.309152927,11,2.3,36,93.0,4.72,94.0,0.7,95.3978522,11873557.0,11.0,1.9,0.425,6.8
Developed,81.6,61.0,2,7.25,5243.316638,351,6.5,2,96.0,9.41,96.0,0.1,36976.84512,5995365.0,0.5,0.5,0.868,16.3
Developing,71.0,174.0,6,2.61,28.80831098,0,38.8,8,88.0,6.63,94.0,1.7,188.783165,6524283.0,2.8,2.7,0.551,9.8
Developing,73.9,97.0,18,0.45,179.8598949,92,56.5,21,99.0,5.94,99.0,0.1,3111.762887,33824769.0,6.4,6.2,0.634,12.1
Developing,71.9,199.0,0,11.64,132.7233922,0,54.9,0,95.0,4.92,94.0,0.1,7174.237415,13772.0,2.2,2.3,0.798,15.6
Developing,79.3,99.0,3,13.49,4572.441963,0,56.4,4,96.0,1.43,97.0,0.1,29691.18158,62244884.0,0.6,0.6,0.852,15.4
Developing,72.3,182.0,0,4.94,75.2256582,0,32.4,0,99.0,2.64,99.0,0.1,976.9566,87298.0,5.8,6.2,0.739,13.2
Developing,73.6,157.0,8,3.88,187.3843511,0,45.1,10,88.0,4.62,88.0,0.3,2183.966796,13726.0,1.5,1.4,0.675,12.5
Developing,74.4,144.0,8,3.52,19.13983284,0,47.9,9,92.0,5.86,96.0,0.3,335.786541,1396748.0,1.4,1.3,0.693,12.8
Developing,77.5,8.0,0,4.51,428.7490668,0,57.2,1,98.0,5.88,98.0,0.1,4575.763787,288914.0,1.2,1.3,0.761,14.2
Developing,78.0,132.0,6,2.1,22.48638351,0,47.3,6,84.0,5.85,81.0,0.1,495.294791,8947243.0,2.8,2.9,0.728,11.6
Developing,59.2,296.0,59,0.3,9.53048032,333,18.3,96,85.0,1.87,85.0,0.6,643.951373,49479752.0,13.2,13.4,0.493,8.2
Developing,75.8,125.0,40,5.11,980.2537444,23,57.2,47,98.0,5.83,98.0,0.1,8767.92258,1192378.0,1.8,1.7,0.723,12.2
Developing,43.8,614.0,44,2.62,45.61688038,30930,16.8,72,85.0,7.16,85.0,18.7,341.955625,1531221.0,7.5,7.5,0.418,9.6
Developed,81.0,67.0,0,10.49,703.5527332,51,61.3,0,96.0,8.1,96.0,0.1,5234.76736,4598294.0,0.3,0.2,0.902,18.6
Developing,73.5,161.0,1,3.59,16.97511622,0,46.3,1,99.0,4.7,99.0,1.9,482.24762,2744673.0,1.9,1.7,0.706,12.4
Developing,48.1,652.0,2,4.9,469.5823898,1,32.2,4,96.0,5.56,96.0,28.4,4896.583835,182933.0,1.5,1.4,0.58,11.8
Developing,69.4,184.0,0,6.48,387.3324928,0,44.4,0,98.0,4.4,98.0,0.6,4187.3783,29747.0,3.6,3.5,0.692,12.3
Developed,88.0,72.0,0,11.5,17028.52798,6,59.6,0,96.0,7.34,99.0,0.1,115761.577,518347.0,0.9,0.9,0.894,13.9
Developed,82.7,66.0,3,7.11,7313.175418,11015,25.9,4,98.0,8.6,98.0,0.1,39339.29757,12863.0,1.8,1.5,0.88,15.0
Developing,59.7,322.0,2,8.13,443.4750634,63,3.3,3,44.0,3.26,45.0,11.1,5685.577736,136425.0,7.4,7.2,0.64,12.3
Developing,76.0,187.0,0,5.64,989.1263558,0,55.5,0,86.0,5.93,86.0,0.1,8318.97692,531589.0,3.5,3.4,0.704,12.5
Developing,62.0,329.0,6,1.23,11.42385961,55,14.7,9,91.0,3.29,91.0,1.3,317.3294336,4153332.0,9.2,9.2,0.405,5.3
Developed,78.0,1.0,1,11.01,2943.375396,83,58.5,1,96.0,8.29,95.0,0.1,23121.56635,128657.0,0.8,0.8,0.873,18.2
Developing,51.0,348.0,48,3.71,19.83929597,6074,12.2,92,45.0,5.6,45.0,4.0,226.4759814,1167942.0,11.4,11.1,0.0,3.4
Developed,74.7,127.0,0,12.73,649.3909871,9,54.7,0,94.0,7.66,93.0,0.1,4919.62869,4426.0,2.1,2.1,0.739,12.2
Developed,82.7,54.0,0,9.86,18379.32974,61,56.2,0,96.0,11.59,96.0,0.1,83164.38795,7996861.0,0.5,0.3,0.932,15.7
Developing,63.6,37.0,7,0.01,0.0,740,55.2,9,5.0,3.25,41.0,0.1,1461.671957,1989141.0,6.3,6.1,0.635,13.0
Developing,69.3,199.0,0,4.52,72.800168,0,51.8,0,84.0,6.22,84.0,0.6,527.92,5437.0,3.5,3.4,0.678,11.5
Developing,75.1,131.0,1,6.65,645.9583816,0,55.0,1,92.0,7.82,9.0,0.1,6871.897677,3321245.0,1.8,1.7,0.738,14.0
Developed,78.9,86.0,0,10.08,9765.616994,6,56.6,0,89.0,11.47,89.0,0.1,58163.29359,552395.0,1.1,0.9,0.906,16.8
Developed,78.7,8.0,1,9.56,4472.6114,4,54.2,1,98.0,8.46,98.0,0.1,35245.1647,1622532.0,1.1,1.0,0.881,16.5
Developed,75.0,229.0,0,10.4,1099.248837,7,57.4,0,96.0,6.8,96.0,0.1,9667.9757,2218357.0,2.4,2.5,0.807,16.2
Developing,78.6,97.0,1,4.1,1002.833273,1,5.3,1,91.0,7.74,91.0,0.1,4697.11135,4247841.0,2.0,2.0,0.723,12.4
Developing,70.0,226.0,0,14.09,434.7985025,0,58.7,1,98.0,6.9,96.0,0.1,5176.172649,956765.0,2.1,2.2,0.771,15.4
Developing,62.5,29.0,8,0.01,62.48419552,35,28.8,12,8.0,3.36,8.0,1.2,1364.283745,383239.0,8.3,8.1,0.491,7.8
Developing,72.4,149.0,4,0.54,23.37167228,6187,26.0,5,98.0,3.4,98.0,0.1,445.17471,2318568.0,9.8,9.6,0.715,11.6
Developing,77.8,74.0,0,4.6,364.9752287,0,58.0,0,99.0,6.0,99.0,0.1,3954.22783,28873.0,1.2,1.3,0.762,14.2
Developing,68.4,214.0,54,4.52,31.27232188,58848,24.8,68,77.0,4.71,67.0,0.1,2842.938353,112249.0,1.0,9.7,0.676,11.7
Developed,78.0,29.0,0,8.24,478.0644911,0,56.3,0,98.0,6.15,98.0,0.1,5134.95694,2287955.0,2.6,2.6,0.761,15.2
Developing,58.0,399.0,25,6.39,10.66670728,0,3.8,36,95.0,6.88,95.0,6.8,111.227396,155456.0,6.2,6.0,0.488,10.4
Developing,72.7,166.0,6,6.02,664.5585242,0,53.6,8,85.0,4.6,88.0,0.9,5451.6696,9897985.0,3.3,3.3,0.697,12.9
Developing,67.9,218.0,58,4.85,198.2563794,6368,22.6,74,78.0,4.37,79.0,0.1,2129.499242,93726624.0,1.0,9.7,0.662,11.4
Developing,67.7,221.0,0,2.05,31.25834616,0,5.2,0,91.0,3.87,9.0,0.1,276.1338,811223.0,4.3,4.0,0.681,13.1
Developing,54.0,485.0,55,6.93,519.1563781,244,42.2,82,7.0,8.26,69.0,28.9,3775.68275,46418193.9,13.5,16.1,0.613,12.9
Developing,68.5,224.0,7,6.63,179.170133,127,49.9,7,99.0,4.6,99.0,0.1,11634.42422,165566.0,2.3,2.5,0.766,14.4
Developing,68.9,25.0,0,4.47,418.9206608,0,51.1,0,84.0,6.78,83.0,0.6,3595.8855,498946.0,3.5,3.4,0.672,11.3
Developing,58.9,335.0,11,0.73,62.56273841,7135,37.5,14,51.0,3.98,59.0,1.1,631.9468526,5572222.0,1.6,1.5,0.418,6.2
Developed,82.0,6.0,2,6.98,5439.691769,5189,61.5,2,96.0,9.27,96.0,0.1,38334.68477,59379449.0,0.5,0.5,0.872,16.4
Developing,75.4,124.0,1,5.86,27.46880965,0,56.3,1,93.0,7.18,95.0,0.1,488.768855,3327773.0,1.7,1.7,0.746,14.7
Developed,72.0,155.0,1,11.19,32.38616103,0,58.6,1,96.0,7.43,96.0,0.1,271.46824,7775327.0,2.3,2.4,0.729,12.9
Developing,72.2,149.0,0,3.85,47.73638191,0,7.9,0,49.0,5.25,53.0,0.1,322.543121,182286.0,0.2,0.2,0.682,12.9
Developing,57.1,289.0,4,3.57,40.45367358,0,23.7,7,85.0,5.46,86.0,5.7,692.69989,1596154.0,7.8,7.7,0.41,9.0
